"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5782","14.Login button visible","firefox","2026-06-02","passed","2026-06-02","OrangeHRM Login tests","Authentication\auth.spec.js","",""
"","561","9.Verify Project Report page navigation","webkit","2026-06-01","passed","2026-06-01","Time Module Tests","Time\time.spec.js","",""
"","12355","14.Verify Emergency Contact validation","firefox","2026-06-01","passed","2026-06-01","My Info Module Tests","My Info\myinfo.spec.js","",""
"","14848","10.Password field accepts input","firefox","2026-06-01","passed","2026-06-01","Admin Functional Tests","Admin\admin.spec.js","",""
"","14874","8. Verify Directory navigation","chromium","2026-06-01","passed","2026-06-01","Dashboard Module Tests","Dashboard\dashboard.spec.js","",""
"","1696","16.Verify Time module session after refresh","firefox","2026-06-01","passed","2026-06-01","Time Module Tests","Time\time.spec.js","",""
"","2754","13.Verify Assign Leave page opens","chromium","2026-06-01","passed","2026-06-01","Leave Module Functionality Tests","Leave\leave.spec.js","",""
"","1916","6.Verify page refresh keeps session","firefox","2026-06-01","passed","2026-06-01","PIM Module Tests","PIM\pim.spec.js","",""
"","1156","10.Verify KPI page opens","firefox","2026-06-01","passed","2026-06-01","Performance Module Tests","Performance\performance.spec.js","",""
"","1820","6.Verify Candidate Name accepts input","webkit","2026-06-01","passed","2026-06-01","Recruitment Module Tests","Recruitment\recruitment.spec.js","",""
"","2158","7.Verify Search button clickable","webkit","2026-06-01","passed","2026-06-01","Leave Module Functionality Tests","Leave\leave.spec.js","",""
"","13449","11.Confirm password accepts input","webkit","2026-06-01","passed","2026-06-01","Admin Functional Tests","Admin\admin.spec.js","",""
"","10199","7.Verify Driver License accepts input","chromium","2026-06-01","passed","2026-06-01","My Info Module Tests","My Info\myinfo.spec.js","",""
"","14414","17.Refreshes keeps user on login page","webkit","2026-06-02","passed","2026-06-02","OrangeHRM Login tests","Authentication\auth.spec.js","",""
"","11248","9. Verify Recruitment navigation","firefox","2026-06-01","passed","2026-06-01","Dashboard Module Tests","Dashboard\dashboard.spec.js","",""
"","5612","18.Refreshes keeps user on login page","webkit","2026-06-01","passed","2026-06-01","OrangeHRM Login tests","Authentication\auth.spec.js","",""
"","12551","14.Login button visible","chromium","2026-06-02","passed","2026-06-02","OrangeHRM Login tests","Authentication\auth.spec.js","",""
"","14015","6. Verify Leave navigation","chromium","2026-06-01","passed","2026-06-01","Dashboard Module Tests","Dashboard\dashboard.spec.js","",""
"","117","9.Verify Configure menu opens","firefox","2026-06-01","passed","2026-06-01","Performance Module Tests","Performance\performance.spec.js","",""
"","11732","11. Logout","webkit","2026-06-02","passed","2026-06-02","OrangeHRM Login tests","Authentication\auth.spec.js","",""
"","9601","11. Verify search enabled","webkit","2026-06-01","passed","2026-06-01","Dashboard Module Tests","Dashboard\dashboard.spec.js","",""
"","10445","13.Verify Emergency Contacts page opens","webkit","2026-06-01","passed","2026-06-01","My Info Module Tests","My Info\myinfo.spec.js","",""
"","16759","9.Status selection works","firefox","2026-06-01","passed","2026-06-01","Admin Functional Tests","Admin\admin.spec.js","",""
"","850","4.Verify Employee Name accepts input","webkit","2026-06-01","passed","2026-06-01","Time Module Tests","Time\time.spec.js","",""
"","1286","3.Verify Comment field accepts input","chromium","2026-06-01","passed","2026-06-01","Leave Module Functionality Tests","Leave\leave.spec.js","",""
"","9717","5. Verify Leave menu visible","webkit","2026-06-01","passed","2026-06-01","Dashboard Module Tests","Dashboard\dashboard.spec.js","",""
"","2866","12.Verify Create Login Details toggle","chromium","2026-06-01","passed","2026-06-01","PIM Module Tests","PIM\pim.spec.js","",""
"","1717","11.Verify Add KPI page opens","webkit","2026-06-01","passed","2026-06-01","Performance Module Tests","Performance\performance.spec.js","",""
"","3285","10.Verify Last Name accepts input","webkit","2026-06-01","passed","2026-06-01","PIM Module Tests","PIM\pim.spec.js","",""
"","10343","14.Search after entering multiple filters","webkit","2026-06-01","passed","2026-06-01","Admin Functional Tests","Admin\admin.spec.js","",""
"","1011","13.Verify Job Title dropdown selection","firefox","2026-06-01","passed","2026-06-01","Time Module Tests","Time\time.spec.js","",""
"","14020","5.Verify Employee ID accepts input","chromium","2026-06-01","passed","2026-06-01","My Info Module Tests","My Info\myinfo.spec.js","",""
"","1058","12.Verify KPI mandatory validation","webkit","2026-06-01","passed","2026-06-01","Performance Module Tests","Performance\performance.spec.js","",""
"","886","12.Verify Attendance Summary employee input","chromium","2026-06-01","passed","2026-06-01","Time Module Tests","Time\time.spec.js","",""
"","20694","8. Verify Directory navigation","firefox","2026-06-01","passed","2026-06-01","Dashboard Module Tests","Dashboard\dashboard.spec.js","",""
"","3180","10.Verify Last Name accepts input","firefox","2026-06-01","passed","2026-06-01","PIM Module Tests","PIM\pim.spec.js","",""
"","4213","9.Verify Leave List page opens","chromium","2026-06-01","passed","2026-06-01","Leave Module Functionality Tests","Leave\leave.spec.js","",""
"","7184","5. Empty password","chromium","2026-06-02","passed","2026-06-02","OrangeHRM Login tests","Authentication\auth.spec.js","",""
"","403","7.Verify My Timesheet navigation","chromium","2026-06-01","passed","2026-06-01","Time Module Tests","Time\time.spec.js","",""
"","6575","13.Password field visible","webkit","2026-06-02","passed","2026-06-02","OrangeHRM Login tests","Authentication\auth.spec.js","",""
"","16","1.Verify employee name accepts input","chromium","2026-06-01","passed","2026-06-01","PIM Module Tests","PIM\pim.spec.js","",""
"","619","12.Verify Attendance Summary employee input","firefox","2026-06-01","passed","2026-06-01","Time Module Tests","Time\time.spec.js","",""
"","417","8.Verify Employee Timesheet navigation","chromium","2026-06-01","passed","2026-06-01","Time Module Tests","Time\time.spec.js","",""
"","137","3.Verify reset button visible after click","firefox","2026-06-01","passed","2026-06-01","PIM Module Tests","PIM\pim.spec.js","",""
"","234","13.Verify Job Title dropdown selection","chromium","2026-06-01","passed","2026-06-01","Time Module Tests","Time\time.spec.js","",""
"","6551","5. Empty password","webkit","2026-06-02","passed","2026-06-02","OrangeHRM Login tests","Authentication\auth.spec.js","",""
"","9901","12. Verify search input","webkit","2026-06-01","passed","2026-06-01","Dashboard Module Tests","Dashboard\dashboard.spec.js","",""
"","2527","13.Verify Assign Leave page opens","firefox","2026-06-01","passed","2026-06-01","Leave Module Functionality Tests","Leave\leave.spec.js","",""
"","551","10.Verify Employee Report page navigation","webkit","2026-06-01","passed","2026-06-01","Time Module Tests","Time\time.spec.js","",""
"","12103","14.Search after entering multiple filters","firefox","2026-06-01","passed","2026-06-01","Admin Functional Tests","Admin\admin.spec.js","",""
"","4061","8.Verify Add Employee mandatory validation","webkit","2026-06-01","passed","2026-06-01","PIM Module Tests","PIM\pim.spec.js","",""
"","1019","3.Verify Candidates tab clickable","chromium","2026-06-01","passed","2026-06-01","Recruitment Module Tests","Recruitment\recruitment.spec.js","",""
"","2180","7.Verify Add Employee page opens","firefox","2026-06-01","passed","2026-06-01","PIM Module Tests","PIM\pim.spec.js","",""
"","11692","1.Search user by username","webkit","2026-06-01","passed","2026-06-01","Admin Functional Tests","Admin\admin.spec.js","",""
"","633","7.Verify My Timesheet navigation","firefox","2026-06-01","passed","2026-06-01","Time Module Tests","Time\time.spec.js","",""
"","273","2.Verify Attendance tab navigation","webkit","2026-06-01","passed","2026-06-01","Time Module Tests","Time\time.spec.js","",""
"","1264","4.Verify My Leave page opens","firefox","2026-06-01","passed","2026-06-01","Leave Module Functionality Tests","Leave\leave.spec.js","",""
"","4166","9.Verify First Name accepts input","firefox","2026-06-01","passed","2026-06-01","PIM Module Tests","PIM\pim.spec.js","",""
"","237","10.Verify Job Title dropdown opens","webkit","2026-06-01","passed","2026-06-01","Recruitment Module Tests","Recruitment\recruitment.spec.js","",""
"","8508","12. Verify search input","firefox","2026-06-01","passed","2026-06-01","Dashboard Module Tests","Dashboard\dashboard.spec.js","",""
"","48","11.Verify Status dropdown clickable","chromium","2026-06-01","passed","2026-06-01","Leave Module Functionality Tests","Leave\leave.spec.js","",""
"","773","11.Verify Attendance Summary page navigation","chromium","2026-06-01","passed","2026-06-01","Time Module Tests","Time\time.spec.js","",""
"","6378","17.Password field masked","chromium","2026-06-01","passed","2026-06-01","OrangeHRM Login tests","Authentication\auth.spec.js","",""
"","232","9.Verify Configure menu opens","webkit","2026-06-01","passed","2026-06-01","Performance Module Tests","Performance\performance.spec.js","",""
"","8416","10. Login using Enter key","webkit","2026-06-02","passed","2026-06-02","OrangeHRM Login tests","Authentication\auth.spec.js","",""
